id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
13742,11-21-2024,2024,11,Thursday,47,Impresora,,87,817,14,61127.94,464.04,43.2,Cancelado,Madrid,Centro,Efectivo,Marketplace,CLI1179,Regular,363,Ana,36,Sin promoción,No,3,11,2023-11-24,1320583.5477,3
13743,2024-07-21,2024,7,Sunday,29,USB,Periféricos,51,519,31,,302.9,41.64,Envío,Bilbao,Norte,Transferencia,Marketplace,CLI4223,Nuevo,184,Laura,24,BlackFriday,Sí,1,8,2024-01-19,error_acumulado,
13744,2024-09-07,2024,9,Saturday,36,Monitor,Almacenamiento,26,$384.99,60,4003.896,190.65,,Pendiente,Bilbao,Norte,Efectivo,Tienda física,CLI4405,VIP,124,,,,Sí,1,15,2024-05-06,1094149.3717999998,65
13745,2023-07-21,2023,7,Friday,29,RAM,Periféricos,22,650,59,5863.0,393.56,39.45,Pendiente,Madrid,Centro,,,CLI1887,Regular,347,Ana,36,Sin promoción,False,5,12,2022-08-08,879608.3612389929,51
13746,2024-05-31,2024,5,Friday,22,Mouse,Periféricos,82,744,61,23793.120000000003,485.71,34.72,,Madrid,Centro,PayPal,,CLI4752,,225,,,Sin promoción,No,2,15,2023-10-19,0,24
13747,2024-01-05,2024,1,Friday,1,Teclado,,19,589,13,9736.17,358.43,39.15,Cancelado,,,PayPal,Web,CLI7383,,121,Carlos,12,Sin promoción,Sí,2,2,2023-09-06,1081032.5875000001,54
13748,2023-03-02,2023,3,Thursday,9,,Electrónica,25,"1353,99",154,-18278.865,825.19,,Completado,,,,Tienda física,CLI5064,Regular,33,Miguel,48,Primavera,Sí,1,6,2023-01-28,error_acumulado,
13749,2023-08-19,2023,8,Saturday,33,Teclado,,60,405,2,23814.0,177.14,56.26,Envío,Valencia,Este,Efectivo,,CLI4514,Inactivo,109,Laura,24,BlackFriday,,3,13,2023-05-02,1206205.1082896732,35
13750,11/02/2023,2023,2,Saturday,6,Laptop,Almacenamiento,5.191273092285542,808,10,3775.093792710046,471.33,41.67,Envío,V@lenci@,Este,PayPal,,CLI7016,Inactivo,155,,,,,4,2,2022-09-09,1867891.4995854204,2
13751,2023-11-04,2023,11,Saturday,44,Laptop,Almacenamiento,65,107,14,5981.3,48.35,54.81,Envío,Madrid,Centro,Tarjeta,Web,CLI6916,Regular,129,,,Primavera,True,4,7,2023-06-28,930544.9727410205,42
13752,10-23-2023,2023,10,Monday,43,Teclado,Accesorios,-16,$498.99,51,-3912.0816,215.3,,Completado,Madrid,Centro,Transferencia,,CLI9640,,60,,,CyberMonday,,1,11,2023-08-24,error_acumulado,
13753,2023-05-14,2023,5,Sunday,19,USB,Accesorios,69,1030,-2,72491.4,523.79,49.15,Pendiente,Bilbao,Norte,PayPal,,CLI6432,VIP,80,Miguel,48,,Sí,1,4,2023-02-23,1378783.0902932575,5
13754,2024-03-20,2024,3,Wednesday,12,RAM,Periféricos,4,1035,18,-3394.8,997.4920319467949,3.62,,Sevilla,Sur,PayPal,App,,Nuevo,292,,,CyberMonday,,4,1,2023-06-02,error_acumulado,
13755,2023-09-16,2023,9,Saturday,37,RAM,Periféricos,95,438,62,15811.800000000001,210.98,51.83,Cancelado,Bilbao,Norte,PayPal,,CLI7497,Regular,138,Sofia,6,Primavera,inválido,3,10,fecha_invalida,1564394.0695999998,48
13756,2024-12-31,2024,12,Tuesday,1,RAM,Accesorios,45,326,17,12176.099999999999,151.29,-53.5920245398773,Pendiente,Barcelona,Noreste,,,CLI5626,,101,Laura,24,BlackFriday,No,1,-6,2024-09-21,690755.5837868301,37
13757,2024-09-18,2024,9,Wednesday,38,Teclado,Almacenamiento,6,1058,64,2285.2799999999997,713.46,32.57,Cancelado,Madrid,Centro,,,CLI5138,,329,Miguel,48,Verano,,5,9,2023-10-25,607811.9493179538,53
13758,2024-12-12,2024,12,Thursday,50,Laptop,,23,133,55,1376.55,81.97,38.37,Cancelado,Barcelona,Noreste,PayPal,App,CLI6452,VIP,236,Carlos,12,,Sí,1,9,2024-04-20,986483.104463679,57
13759,2023-05-31,2023,5,Wednesday,22,RAM,,100,685,1,67815.0,391.69,42.82,Cancelado,Sevilla,Sur,Tarjeta,,CLI1158,Regular,278,,,Primavera,,1,1,2022-08-26,1091402.775,5
597,25/06/2024,2024,6,Tuesday,26,Mouse,Almacenamiento,,$774.99,25,0.0,464.18,,Envío,Barcelona,Noreste,,Tienda física,CLI7095,VIP,47,,,Verano,False,3,11,2024-05-09,error_acumulado,
13761,2024-06-15,2024,6,Saturday,24,Disco Duro,Almacenamiento,56,804,3,43673.28,418.04,48.0,COMPLETADO,,,,App,CLI9928,Nuevo,136,Ana,36,BlackFriday,False,2,1,2024-01-31,2773602.7016169727,20
13762,04-23-2023,2023,4,Sunday,16,Monitor,Accesorios,84,"310,99",30,18286.212,139.39,,Envío,Valencia,Este,PayPal,,CLI3365,Nuevo,72,,,Verano,Sí,5,5,2023-02-10,1288763.6532,36
13763,2024-01-05,2024,1,Friday,1,RAM,,8,955,58,3208.8,586.5,38.59,Envío,Valencia,Este,,App,CLI1559,Regular,228,Sofia,6,Sin promoción,False,4,3,2023-05-22,1107856.9997753783,67
13764,2023-07-24,2023,7,Monday,30,Impresora,Periféricos,-3,1020,17,-2539.7999999999997,,,,Sevilla,Sur,PayPal,,CLI1673,Inactivo,246,,,CyberMonday,True,6,7,2022-11-20,error_acumulado,
13765,2024-05-18,2024,5,Saturday,20,Webcam,Accesorios,84,621,67,17214.12,402.26,35.22,Completado,Madrid,Centro,,App,CLI7783,VIP,266,Miguel,48,,True,4,12,2023-08-26,819190.6544683232,33
13766,2024-10-27,2024,10,Sunday,43,Impresora,Periféricos,47,693,50,16285.5,360.72,47.95,Cancelado,Barcelona,Noreste,PayPal,Tienda física,CLI3337,Nuevo,291,Miguel,48,,Sí,5,6,2024-01-10,1237482.591459792,32
13767,2023-02-08,2023,2,Wednesday,6,Teclado,Almacenamiento,29,394,31,-7883.94,209.34,46.87,,Valencia,Este,,Marketplace,CLI1586,Nuevo,349,,,Primavera,True,1,2,2022-02-24,error_acumulado,
13768,2023-02-04,2023,2,Saturday,5,Teclado,,68,$77.99,46,2863.7928,33.5,,Cancelado,Bilbao,Norte,PayPal,Web,CLI1707,Nuevo,226,Sofia,6,CyberMonday,False,2,5,2022-06-23,986998.5785605917,55
13769,2023-12-23,2023,12,Saturday,51,Disco Duro,Electrónica,80,74,18,4854.400000000001,37.76,48.97,Cancelado,Sevilla,Sur,,App,CLI1675,VIP,49,Sofia,6,Verano,No,3,13,2023-11-04,1013236.6426000001,61
13770,09/03/2024,2024,3,Saturday,10,USB,,9 unidades,421,-4,,253.85,39.7,Pendiente,Madrid,Centro,Tarjeta,Web,CLI6042,Nuevo,239,Laura,24,Sin promoción,True,5,8,fecha_invalida,error_acumulado,
13771,2024-02-02,2024,2,Friday,5,Monitor,Almacenamiento,95,1327,38,78160.3,708.86,46.58,,Madrid,Centro,PayPal,App,CLI1246,,290,Sofia,6,BlackFriday,Sí,5,13,2023-04-18,1166622.4202553886,1
13772,04-22-2023,2023,4,Saturday,16,Impresora,Electrónica,4.8216967092513165,882,26,3147.025008194149,457.1,48.17,Completado,,,Efectivo,Tienda física,CLI4917,Regular,319,,,Primavera,Sí,2,9,2022-06-07,1613878.0842179565,61
13773,2024-10-30,2024,10,Wednesday,44,Laptop,Accesorios,79,979,19,62646.21000000001,652.13,33.39,Completado,Bilbao,Norte,Tarjeta,,CLI5907,,175,Miguel,48,Sin promoción,False,1,14,2024-05-08,908191.1878576804,8
13774,2023-06-28,2023,6,Wednesday,26,,Almacenamiento,83,324,45,14790.6,202.21,37.59,Envío,Madrid,Centro,PayPal,Tienda física,CLI9574,,309,Ana,36,Sin promoción,,5,3,2022-08-23,1598140.4810417087,33
13775,2023-06-28,2023,6,Wednesday,26,Laptop,Electrónica,37,414,48,7965.360000000001,275.9,-33.35748792270532,Cancelado,Bilbao,Norte,PayPal,Tienda física,CLI8755,Regular,30,Laura,24,BlackFriday,,2,-3,2023-05-29,0,53
13776,2023-02-19,2023,2,Sunday,7,,Accesorios,-3,$1378.99,117,703.2848999999998,948.1,,Completado,Valencia,Este,PayPal,Web,CLI5240,Inactivo,98,Miguel,48,Primavera,inválido,2,4,2022-11-13,809466.4741574952,76
13777,2023-10-09,2023,10,Monday,41,Monitor,Periféricos,14,1002,2,13747.44,999.4373804803442,0.26,Completado,Madrid,Centro,Transferencia,App,CLI2001,Nuevo,298,Ana,36,CyberMonday,False,1,5,2022-12-15,1168678.1235948254,44
13778,2024-08-30,2024,8,Friday,35,Webcam,Almacenamiento,2,164,41,193.52000000000004,110.94,32.35,Pendiente,Bilbao,Norte,Efectivo,Web,CLI5301,Inactivo,276,Sofia,6,,,5,12,2023-11-28,1251823.2382941449,69
13779,2024-09-01,2024,9,Sunday,35,Webcam,,35,530,61,7234.5,222.27,58.06,Pendiente,Madrid,Centro,,Tienda física,CLI3999,Regular,349,Laura,24,Primavera,No,5,2,2023-09-18,869627.7925,44
14262,29/08/2024,2024,8,Thursday,35,Impresora,Electrónica,26,1429,0,-37154.0,582.03,59.27,Envío,,,PayPal,Marketplace,,VIP,260,Miguel,48,BlackFriday,False,2,4,2023-12-13,error_acumulado,
13781,2023-03-16,2023,3,Thursday,11,RAM,Electrónica,25,746,20,14920.0,488.15,34.56,Pendiente,Madrid,Centro,Tarjeta,App,CLI1272,,256,Carlos,12,BlackFriday,True,1,15,2022-07-03,1242312.146366137,39
13782,01-11-2024,2024,1,Thursday,2,Webcam,Accesorios,25,925,14,19887.5,400.29,56.73,Completado,Sevilla,Sur,PayPal,Web,CLI4063,Inactivo,194,Sofia,6,,Sí,2,15,2023-07-01,980869.8900171691,33
13783,2023-09-17,2023,9,Sunday,37,Disco Duro,Almacenamiento,58,442,48,13330.720000000001,250.19,43.4,Pendiente,Valencia,Este,PayPal,Web,CLI2823,VIP,160,Sofia,6,CyberMonday,Sí,2,10,2023-04-10,2076059.2412768428,39
13784,2024-03-06,2024,3,Wednesday,10,USB,,2,$639.99,29,908.7858,425.98,,Envío,,,Tarjeta,,CLI4986,VIP,160,,,Sin promoción,Sí,4,12,2023-09-28,1103307.077,77
13785,2023-04-30,2023,4,Sunday,17,,Accesorios,78,1478,67,38043.719999999994,823.96,44.25,Pendiente,,,Tarjeta,App,CLI1316,Inactivo,340,Laura,24,Primavera,True,5,14,fecha_invalida,1384765.5668047348,24
13786,2023-04-27,2023,4,Thursday,17,RAM,Almacenamiento,87,476,18,33957.840000000004,200.07,57.97,Completado,Madrid,Centro,,Tienda física,CLI3939,Nuevo,326,Sofia,6,,No,1,7,2022-06-05,1449188.651533773,18
13787,2024-01-12,2024,1,Friday,2,RAM,Accesorios,20,140,-1,2828.0,76.21,45.56,Envío,Sevilla,Sur,Efectivo,Tienda física,CLI8223,VIP,330,Sofia,6,Sin promoción,Sí,4,9,2023-02-16,1110684.9997753783,63
13788,2024-01-14,2024,1,Sunday,2,RAM,Periféricos,-15,811,8,-11191.800000000001,357.88,55.87,Envío,Sevilla,Sur,Efectivo,Marketplace,CLI9514,,5,Ana,36,CyberMonday,True,5,8,2024-01-09,error_acumulado,
13789,2024-05-11,2024,5,Saturday,19,Monitor,,56,556,61,12143.04,339.91,38.87,Cancelado,Sevilla,Sur,Transferencia,Marketplace,CLI2039,Nuevo,329,Sofia,6,BlackFriday,No,3,12,2023-06-17,1138714.7197626173,36
13790,10/04/2023,2023,4,Monday,15,Impresora,,70,"428,99",13,26125.490999999998,251.84,,Completado,Bilbao,Norte,Tarjeta,Tienda física,CLI4156,Nuevo,144,Miguel,48,BlackFriday,True,4,4,2022-11-17,833064.5331089783,29
13791,2023-01-26,2023,1,Thursday,4,Mouse,Periféricos,40,1082,56,19043.199999999997,753.48,30.36,Envío,Sevilla,Sur,Tarjeta,,CLI9314,Inactivo,150,Carlos,12,CyberMonday,No,2,11,2022-08-29,691816.2949738889,30
13792,01-29-2023,2023,1,Sunday,4,RAM,Electrónica,12,$426.99,41,3023.0892000000003,214.35,,,Sevilla,Sur,Tarjeta,Web,CLI9459,Inactivo,56,Ana,36,,False,1,7,2022-12-04,1124691.2584758191,70
13793,2023-03-01,2023,3,Wednesday,9,Mouse,Almacenamiento,96,781,60,-29990.4,339.69,56.51,Completado,,,Transferencia,Web,CLI9026,VIP,101,,,BlackFriday,False,3,8,2022-11-20,error_acumulado,
13794,2023-09-20,2023,9,Wednesday,38,Teclado,Almacenamiento,1.3366052836705777,1383,62,702.4395407802355,634.42,-54.127259580621846,CANCELADO,,,,Marketplace,CLI7808,VIP,124,Miguel,48,Sin promoción,True,2,-9,2023-05-19,2125015.0132815605,68
13795,2023-08-13,2023,8,Sunday,32,Laptop,,4,10,31,27.599999999999998,,,Pendiente,Barcelona,Noreste,,Web,CLI2007,Inactivo,250,,,Sin promoción,False,10,15,2022-12-06,1123882.4797169846,65
13796,2024-08-04,2024,8,Sunday,31,Mouse,Accesorios,50,1353,64,24354.0,570.24,57.85,,Bilbao,Norte,Tarjeta,Web,CLI6112,VIP,31,Carlos,12,,No,5,9,2024-07-04,924859.270413488,39
13797,2023-05-01,2023,5,Monday,18,Teclado,Accesorios,12,698,21,,454.99,34.82,Cancelado,Valencia,Este,Transferencia,Tienda física,CLI5215,,240,Laura,24,Sin promoción,inválido,4,6,2022-09-03,error_acumulado,
13798,2023-01-23,2023,1,Monday,4,USB,Electrónica,32,166,6,4993.28,98.34,40.76,Completado,Valencia,Este,Efectivo,,CLI7421,Inactivo,78,Miguel,48,BlackFriday,True,2,13,2022-11-06,1067954.2039225628,65
13799,2023-08-25,2023,8,Friday,34,USB,Periféricos,8,1229,28,7079.04,648.21,47.26,Completado,Sevilla,Sur,Transferencia,App,CLI6490,Nuevo,253,Carlos,12,BlackFriday,True,1,1,2022-12-15,711687.3814345523,63
15537,19/12/2024,2024,12,Thursday,51,Monitor,Periféricos,-13,$156.99,28,-1469.4264,158.49020018757054,,Pendiente,Sevilla,Sur,Efectivo,Tienda física,CLI4033,,49,Sofia,6,BlackFriday,True,1,8,fecha_invalida,error_acumulado,
13801,2023-06-11,2023,6,Sunday,23,Impresora,Periféricos,100,1170,9,106470.0,558.03,52.31,Completado,Sevilla,Sur,,,CLI6846,Regular,315,Sofia,-6,Primavera,Sí,1,5,2022-07-31,1110175.8521127454,1
13802,01-11-2024,2024,1,Thursday,2,,Periféricos,61,221,58,5662.02,112.08,49.29,Pendiente,,,Tarjeta,,CLI3597,VIP,38,Carlos,12,Sin promoción,Sí,2,7,2023-12-04,1584230.1101723332,64
13803,2024-07-05,2024,7,Friday,27,RAM,Almacenamiento,78,488,58,15986.880000000001,333.12,31.74,,Valencia,Este,Transferencia,Tienda física,CLI8799,Inactivo,77,Sofia,6,,No,5,11,2024-04-19,723798.4541000002,35
13804,2024-01-16,2024,1,Tuesday,3,Webcam,Accesorios,55,"80,99",-9,4855.35€,54.08,,Completado,Bilbao,Norte,Transferencia,App,CLI3185,VIP,9,Carlos,12,Primavera,False,2,4,2024-01-07,0,
13805,2023-10-12,2023,10,Thursday,41,Monitor,Almacenamiento,53,1415,27,54746.35,904.99,36.04,Completado,B@rcelon@,Noreste,Efectivo,,CLI1000,Regular,319,Laura,24,,,5,7,2022-11-27,2446848.947189651,1
13806,2024-04-04,2024,4,Thursday,14,Mouse,,1 unidades,889,12,-0.0,491.71,44.69,Pendiente,Bilbao,Norte,,,,Inactivo,280,,,Verano,,3,1,2023-06-29,error_acumulado,
13807,2023-05-14,2023,5,Sunday,19,USB,Electrónica,67,580,43,22150.2,323.44,44.23,Cancelado,Barcelona,Noreste,Efectivo,Web,CLI1160,Inactivo,15,Miguel,48,,Sí,1,4,2023-04-29,1400933.2902932575,42
13808,2024-08-02,2024,8,Friday,31,Webcam,Periféricos,96,$815.99,34,51701.1264,567.32,,Cancelado,Sevilla,Sur,,,CLI4480,,340,Carlos,12,Verano,No,5,3,2023-08-28,1303524.3646941448,14
13809,2024-08-25,2024,8,Sunday,34,Webcam,,52,74,31,2655.12,46.06,37.76,Completado,,,Efectivo,,CLI3645,VIP,217,Ana,36,Sin promoción,True,1,7,2024-01-21,1306179.484694145,69
13810,10/03/2024,2024,3,Sunday,10,Disco Duro,Almacenamiento,90,559,59,20627.100000000002,378.03,32.37,,Bilbao,Norte,,Marketplace,CLI2946,Nuevo,289,Miguel,48,CyberMonday,,4,8,2023-05-26,1428135.4782434963,36
13811,2023-09-02,2023,9,Saturday,35,Impresora,Electrónica,14,30,8,386.40000000000003,13.0,56.67,Cancelado,Valencia,Este,,App,CLI5473,Inactivo,157,Laura,24,,False,4,4,2023-03-29,1217108.0636999998,70
13812,10-24-2023,2023,10,Tuesday,43,Monitor,Periféricos,-8,785,47,-3328.4,337.19,57.05,Cancelado,Barcelona,Noreste,,Marketplace,CLI9869,VIP,342,Carlos,12,Verano,,3,10,2022-11-16,error_acumulado,
13813,2023-06-14,2023,6,Wednesday,24,USB,,98,819,45,44144.100000000006,507.79,-37.998778998778995,Envío,Bilbao,Norte,Transferencia,App,CLI5051,Nuevo,28,,,Verano,Sí,2,-9,2023-05-17,1097431.0322788802,14
13814,2023-12-21,2023,12,Thursday,51,Teclado,Periféricos,73,738,23,41482.98,309.22,58.1,Envío,Valencia,Este,Tarjeta,,CLI8681,Regular,204,Miguel,48,BlackFriday,True,5,3,2023-05-31,1014619.8944135379,6
13815,2023-06-28,2023,6,Wednesday,26,USB,Electrónica,79,901,19,57654.990000000005,545.0,39.51,Pendiente,,,PayPal,,CLI2986,,297,Sofia,6,CyberMonday,No,5,12,fecha_invalida,1155086.0222788802,10
13816,2023-03-06,2023,3,Monday,10,Laptop,Accesorios,0.6639281233252554,$179.99,53,56.16519877113698,93.5,,Pendiente,Bilbao,Norte,PayPal,Tienda física,CLI8509,Nuevo,169,Carlos,12,CyberMonday,True,5,10,2022-09-18,1938629.7732713562,87
13817,2024-10-29,2024,10,Tuesday,44,Monitor,,27,363,5,9310.949999999999,238.33,34.34,Envío,Valencia,Este,,,CLI3999,VIP,56,Carlos,12,Verano,,2,3,2024-09-03,1047102.2446999998,47
13818,2024-10-24,2024,10,Thursday,43,RAM,Electrónica,27,"1120,99",11,26937.3897,772.67,,Completado,Madrid,Centro,Efectivo,Tienda física,CLI1615,Nuevo,150,Laura,24,Primavera,inválido,5,12,2024-05-27,889512.470931201,21
13819,2023-03-06,2023,3,Monday,10,,Periféricos,99,379,57,-16134.030000000002,151.87,59.93,,Barcelona,Noreste,,Marketplace,CLI6349,,356,Ana,36,Verano,No,5,9,2022-03-15,error_acumulado,
19148,28/07/2024,2024,7,Sunday,30,Mouse,Electrónica,6,860,42,2992.8,584.74,32.01,Envío,Sevilla,Sur,Tarjeta,Tienda física,CLI6474,Regular,351,Carlos,12,BlackFriday,True,4,7,2023-08-12,937680.0946912694,57
13821,2023-10-26,2023,10,Thursday,43,Impresora,,46,371,-7,18260.620000000003,174.76,52.89,Cancelado,Madrid,Centro,PayPal,Marketplace,CLI8970,,248,Sofia,6,Primavera,,2,9,2023-02-20,1066309.0981430463,38
13822,01-23-2024,2024,1,Tuesday,4,Webcam,Electrónica,2,777,52,745.92,341.71,56.02,Cancelado,Bilbao,Norte,PayPal,App,CLI9171,VIP,49,Miguel,48,Verano,True,3,1,2023-12-05,981615.8100171691,68
13823,2024-09-10,2024,9,Tuesday,37,Disco Duro,Accesorios,68,820,5,52972.0,640.5755821237667,21.88,Completado,Sevilla,Sur,Tarjeta,Marketplace,CLI2201,,342,Ana,36,CyberMonday,No,1,6,2023-10-04,1048199.6018848168,14
13824,2024-12-05,2024,12,Thursday,49,Mouse,Electrónica,-14,$113.99,45,,64.37,,Envío,Barcelona,Noreste,,Marketplace,CLI2797,,325,Laura,24,Sin promoción,,2,8,2024-01-15,error_acumulado,
13825,2024-07-11,2024,7,Thursday,28,RAM,Accesorios,100,420,22,32760.0,221.65,47.23,Pendiente,Valencia,Este,Efectivo,App,CLI5891,,315,Carlos,12,,,2,6,2023-08-31,756558.4541000002,17
13826,2023-10-15,2023,10,Sunday,41,Impresora,Periféricos,69,1434,16,83114.64,,,Cancelado,Barcelona,Noreste,Tarjeta,Marketplace,CLI7319,,186,Carlos,12,,Sí,6,13,2023-04-12,1149423.7381430462,4
13827,2024-08-11,2024,8,Sunday,32,Impresora,Electrónica,89,1348,62,45589.36,594.64,55.89,COMPLETADO,Sevilla,Sur,,Tienda física,CLI1808,Nuevo,148,Sofia,6,Verano,False,3,4,2024-03-16,2402171.0582187558,18
13828,2023-10-15,2023,10,Sunday,41,Disco Duro,Periféricos,82,89,62,2773.2400000000002,35.69,59.9,Pendiente,Valencia,Este,,App,CLI1685,VIP,17,Laura,24,Sin promoción,True,3,11,2023-09-28,1199400.4152808902,47
13829,2024-08-22,2024,8,Thursday,34,Webcam,Accesorios,86,670,12,50705.6,404.55,39.62,Pendiente,Sevilla,Sur,PayPal,Tienda física,CLI2387,VIP,142,Sofia,6,BlackFriday,False,2,8,2024-04-02,1356885.084694145,15
13830,29/06/2024,2024,6,Saturday,26,Impresora,,76,426,10,29138.4,202.21,52.53,Pendiente,Bilbao,Norte,,Web,CLI6380,,52,Miguel,48,,No,2,9,fecha_invalida,1198440.098,24
13831,2023-04-13,2023,4,Thursday,15,Laptop,Almacenamiento,79,689,60,21772.4,379.92,44.86,Pendiente,,,,App,CLI2966,Regular,159,Sofia,6,BlackFriday,No,4,13,2022-11-05,1130250.421653451,32
13832,09-07-2024,2024,9,Saturday,36,Mouse,,15,$1170.99,115,2634.727499999998,511.27,,,Barcelona,Noreste,,Marketplace,,Nuevo,318,Carlos,12,Sin promoción,No,4,-9,2023-10-25,1288883.1884,45
13833,2024-08-30,2024,8,Friday,35,Mouse,Almacenamiento,71,317,38,13954.34,180.57,43.04,Envío,,,PayPal,Tienda física,CLI1239,Inactivo,138,Sofia,6,BlackFriday,No,3,1,2024-04-14,0,42
13834,2023-09-13,2023,9,Wednesday,37,Monitor,Electrónica,78,91,43,4045.8600000000006,61.76,32.13,,Madrid,Centro,Transferencia,,CLI4931,Nuevo,144,,,Primavera,Sí,4,3,2023-04-22,1289760.4047004376,60
13835,2023-02-23,2023,2,Thursday,8,Disco Duro,Periféricos,92,1145,27,76898.2,762.47,33.41,Pendiente,Valencia,Este,Tarjeta,Web,CLI4631,Inactivo,189,Laura,24,BlackFriday,Sí,2,10,2022-08-18,1254384.4587991198,4
13836,2023-05-21,2023,5,Sunday,20,Webcam,,-9,715,49,-3281.85,430.83,39.74,,Valencia,Este,,Web,CLI2671,VIP,61,Laura,24,CyberMonday,True,4,12,2023-03-21,error_acumulado,
13837,2023-02-10,2023,2,Friday,6,Monitor,Electrónica,13,257,48,1737.3200000000002,114.62,55.4,Envío,Barcelona,Noreste,PayPal,Marketplace,CLI2607,,157,Ana,36,CyberMonday,Sí,1,4,2022-09-06,1193548.113400217,60
13838,2023-10-29,2023,10,Sunday,43,Teclado,,3.444504082114772,745,-5,2694.46€,347.31,53.38,Pendiente,Barcelona,Noreste,Tarjeta,Tienda física,CLI7325,Inactivo,283,Sofia,-6,,Sí,5,11,2023-01-19,error_acumuladoerror_acumulado,
13839,2023-12-16,2023,12,Saturday,50,Disco Duro,,24,135,41,1911.6000000000004,61.93,54.13,Envío,Barcelona,Noreste,Transferencia,Tienda física,CLI6134,VIP,30,Laura,24,BlackFriday,inválido,3,14,2023-11-16,1015148.2426000001,55
16327,04/03/2024,2024,3,Monday,10,Disco Duro,Electrónica,,$1000.99,53,0.0,682.69,,,Sevilla,Sur,,Web,CLI3576,Nuevo,142,,,Verano,False,2,4,2023-10-14,error_acumulado,
13841,2023-04-16,2023,4,Sunday,15,Teclado,Periféricos,97,171,46,8956.980000000001,75.1,56.08,Pendiente,Sevilla,Sur,Tarjeta,Marketplace,CLI7568,,308,Sofia,6,Sin promoción,True,4,11,2022-06-12,924844.0583757004,57
13842,08-13-2023,2023,8,Sunday,32,Webcam,Periféricos,10 unidades,296,37,0.0,122.04,58.77,Pendiente,Barcelona,Noreste,Tarjeta,,CLI6261,Regular,155,Laura,24,CyberMonday,False,5,15,2023-03-11,error_acumulado,
13843,2023-11-08,2023,11,Wednesday,45,Impresora,Almacenamiento,38,10,5,361.0,5.73,42.7,Cancelado,,,Tarjeta,Web,CLI5960,Regular,356,Ana,36,CyberMonday,No,1,11,2022-11-17,1089983.9678091242,83
13844,2024-11-19,2024,11,Tuesday,47,,,96,1135,46,58838.4,532.04,53.12,Envío,Bilbao,Norte,Transferencia,Web,CLI3449,,96,Ana,36,Sin promoción,True,4,2,2024-08-15,1058138.0835,5
13845,2024-02-28,2024,2,Wednesday,9,USB,,20,616,57,-5297.6,262.38,57.41,Completado,Bilbao,Norte,PayPal,Web,CLI7249,Nuevo,40,Ana,36,Verano,Sí,2,1,fecha_invalida,error_acumulado,
13846,2024-06-22,2024,6,Saturday,25,USB,,82,"885,99",22,56667.92040000001,626.8526662108278,,Pendiente,Valencia,Este,Tarjeta,App,CLI4784,Nuevo,325,,,BlackFriday,Sí,1,2,2023-08-02,890193.7861246946,9
13847,2023-08-31,2023,8,Thursday,35,Monitor,Almacenamiento,85,1203,38,63398.1,501.17,58.34,Completado,Madrid,Centro,,App,CLI8561,,363,Laura,24,,No,3,5,2022-09-02,1068707.0904718232,6
13848,2024-07-28,2024,7,Sunday,30,Impresora,Electrónica,-4,$1384.99,0,-5539.96,874.48,,Envío,Valencia,Este,PayPal,Tienda física,CLI8312,Inactivo,18,Carlos,12,Verano,No,2,14,2024-07-10,error_acumulado,
13849,2023-05-07,2023,5,Sunday,18,,Accesorios,38,1370,10,46854.0,550.65,59.81,,Madrid,Centro,Efectivo,,CLI1928,VIP,295,,,Primavera,Sí,3,5,2022-07-16,3000383.7514013923,14
13850,24/07/2023,2023,7,Monday,30,Laptop,Periféricos,31,1118,37,21834.54,672.04,39.89,Pendiente,Valencia,Este,Tarjeta,Tienda física,CLI9638,,243,Ana,36,BlackFriday,No,5,15,2022-11-23,1097384.8864175736,34
13851,2023-05-09,2023,5,Tuesday,19,Teclado,Almacenamiento,15,1203,52,,638.94,-46.88778054862843,Completado,Valencia,Este,PayPal,,CLI4280,VIP,259,Carlos,12,Sin promoción,Sí,3,-10,2022-08-23,error_acumulado,
13852,08-03-2023,2023,8,Thursday,31,,,81,1238,19,81225.18000000001,547.29,55.79,,Barcelona,Noreste,Transferencia,Web,CLI9541,Nuevo,58,Carlos,12,,Sí,2,1,2023-06-06,1142474.9359,2
13853,2024-09-14,2024,9,Saturday,37,Disco Duro,,81,1134,29,65216.34,574.86,49.31,Completado,Sevilla,Sur,,Web,CLI1067,Regular,285,Carlos,12,CyberMonday,False,2,9,2023-12-04,1113415.9418848169,8
13854,2023-05-31,2023,5,Wednesday,22,,,83,413,5,32565.05,227.86,44.83,Completado,,,Tarjeta,Marketplace,CLI9209,Nuevo,276,Ana,36,Verano,Sí,4,13,2022-08-28,1532756.9257006962,27
13855,2023-08-07,2023,8,Monday,32,Impresora,Electrónica,41,1333,-2,55746.06,871.3,34.64,Cancelado,Valencia,Este,Tarjeta,Web,CLI2018,Inactivo,261,Sofia,6,CyberMonday,,1,5,2022-11-19,1392051.6254,10
